gene	baseMean	estimate	stderror	statistic	p.value	p.adjusted
CNAG_07027	414.248944794413	-0.004091020000681242	0.0013348915211319485	-3.0646834861998213	0.0021790046656648934	0.0030766163538999726
CNAG_02594	86.10487091449217	-0.004085130243353908	0.001377542811212089	-2.965519626761679	0.0030217206381422394	0.004217195098529371
CNAG_04032	964.0041408981067	-0.004082947158156102	0.0013539746534501163	-3.015527024639777	0.002565330771322712	0.003595821006581618
CNAG_03210	1001.7970505896843	-0.004066693025704758	0.0013980534476470804	-2.9088251472423963	0.0036278970390570538	0.005024841630759473
CNAG_07453	757.9328727556025	-0.004066617442057972	0.001142924057195335	-3.5580819359399953	3.73572792421797e-4	5.600694689842407e-4
CNAG_00823	94.49416612933874	-0.004060457991447883	0.0017280489998353554	-2.3497354483783472	0.018786758259988597	0.0243368191436115
CNAG_06167	4634.577111647666	-0.00404822293199157	0.0011857746799551656	-3.4139900272998185	6.401891904442125e-4	9.41021086801117e-4
CNAG_01947	148.79640255612844	-0.004046909569445635	0.001329821521596722	-3.043197529685408	0.00234078626995556	0.0032913050503988613
CNAG_01240	511.0782519763715	-0.004045504862091021	0.0013447591160140747	-3.0083490893760034	0.0026267122168218576	0.0036788107760332618
CNAG_02696	282.4391390034055	-0.0040353768101610695	0.0012011938769915969	-3.359471678516806	7.809165517717061e-4	0.0011411838853752406
CNAG_01911	280.64354435344603	-0.004027613346365793	0.00139370866593257	-2.8898531269953773	0.0038542185389274647	0.005332851254475098
CNAG_04991	1343.5630917324854	-0.004026581500914538	0.0016946514462856232	-2.3760529103138546	0.01749895338020963	0.022729490990688876
CNAG_03604	471.38107757176766	-0.004018357025916247	0.0013862771397366602	-2.8986678859030897	0.003747516172757684	0.005187335193305747
CNAG_03339	257.00726370354636	-0.004015305923897688	0.001216076036454778	-3.3018543277963888	9.604793799287656e-4	0.0013906705509518572
CNAG_04717	65.93476551096467	-0.004014616071836021	0.0018779499918183248	-2.137765163783126	0.03253580769727956	0.04097864387189008
CNAG_00173	398.86624947393847	-0.004014551729322496	0.0018685497694115435	-2.1484853093245606	0.03167522219585589	0.03994679466489486
